individual,population
AFR_40750,AFR
AFR_40751,AFR
AFR_40752,AFR
AFR_40753,AFR
AFR_40754,AFR
AFR_40759,AFR
AFR_40760,AFR
AFR_40761,AFR
AFR_40762,AFR
AFR_40764,AFR
AFR_40765,AFR
AFR_40766,AFR
AFR_40767,AFR
AFR_40769,AFR
AFR_40770,AFR
AFR_40773,AFR
AFR_40774,AFR
AFR_40775,AFR
AFR_40776,AFR
AFR_40777,AFR
AFR_40778,AFR
AFR_40779,AFR
AFR_40780,AFR
AFR_40781,AFR
AFR_40782,AFR
AFR_40783,AFR
AFR_40784,AFR
AFR_40786,AFR
AFR_40788,AFR
AFR_40790,AFR
AFR_40791,AFR
AFR_40792,AFR
AFR_40794,AFR
AFR_40795,AFR
AFR_40796,AFR
AFR_40797,AFR
AFR_40801,AFR
AFR_40804,AFR
AFR_40805,AFR
AFR_40806,AFR
AFR_40807,AFR
AFR_40808,AFR
AFR_40809,AFR
AFR_40810,AFR
AFR_40811,AFR
AFR_40812,AFR
AFR_40813,AFR
AFR_40815,AFR
AFR_40819,AFR
AFR_40821,AFR
AFR_40822,AFR
AFR_40823,AFR
AFR_40824,AFR
AFR_40825,AFR
AFR_40826,AFR
AFR_40827,AFR
AFR_40830,AFR
AFR_40831,AFR
AFR_40835,AFR
AFR_40836,AFR
AFR_40837,AFR
AFR_40838,AFR
AFR_40839,AFR
AFR_40843,AFR
AFR_40844,AFR
AFR_40847,AFR
AFR_40849,AFR
AFR_40853,AFR
AFR_40854,AFR
AFR_40855,AFR
AFR_40856,AFR
AFR_40859,AFR
AFR_40860,AFR
AFR_40861,AFR
AFR_40863,AFR
AFR_40864,AFR
AFR_40866,AFR
AFR_40871,AFR
AFR_40873,AFR
AFR_40874,AFR
AFR_40875,AFR
AFR_40877,AFR
AFR_40878,AFR
AFR_40881,AFR
AFR_40883,AFR
AFR_40884,AFR
AFR_40885,AFR
AFR_40886,AFR
AFR_40888,AFR
AFR_40890,AFR
AFR_40892,AFR
AFR_40894,AFR
AFR_40896,AFR
AFR_40898,AFR
AFR_40900,AFR
AFR_40903,AFR
AFR_40904,AFR
AFR_40905,AFR
AFR_40906,AFR
AFR_40907,AFR
AFR_40909,AFR
AFR_40914,AFR
AFR_40916,AFR
AFR_40917,AFR
AFR_40918,AFR
AFR_40920,AFR
AFR_40922,AFR
AFR_40925,AFR
AFR_40926,AFR
AFR_40927,AFR
AFR_40929,AFR
AFR_40930,AFR
AFR_40931,AFR
AFR_40932,AFR
AFR_40933,AFR
AFR_40934,AFR
AFR_40937,AFR
AFR_40938,AFR
AFR_40940,AFR
AFR_40941,AFR
AFR_40944,AFR
AFR_40945,AFR
AFR_40946,AFR
AFR_40947,AFR
AFR_40951,AFR
AFR_40952,AFR
AFR_40953,AFR
AFR_40955,AFR
AFR_40956,AFR
AFR_40957,AFR
AFR_40958,AFR
AFR_40959,AFR
AFR_40960,AFR
AFR_40961,AFR
AFR_40962,AFR
AFR_40963,AFR
AFR_40964,AFR
AFR_40966,AFR
AFR_40968,AFR
AFR_40969,AFR
AFR_40971,AFR
AFR_40973,AFR
AFR_40974,AFR
AFR_40978,AFR
AFR_40979,AFR
AFR_40980,AFR
AFR_40981,AFR
AFR_40983,AFR
AFR_40984,AFR
AFR_40985,AFR
AFR_40987,AFR
AFR_40988,AFR
AFR_40989,AFR
AFR_40991,AFR
AFR_40993,AFR
AFR_40994,AFR
AFR_40995,AFR
AFR_40997,AFR
AFR_40998,AFR
AFR_40999,AFR
AFR_41001,AFR
AFR_41003,AFR
AFR_41005,AFR
AFR_41006,AFR
AFR_41007,AFR
AFR_41008,AFR
AFR_41009,AFR
AFR_41011,AFR
AFR_41013,AFR
AFR_41015,AFR
AFR_41017,AFR
AFR_41020,AFR
AFR_41021,AFR
AFR_41024,AFR
AFR_41025,AFR
AFR_41028,AFR
AFR_41029,AFR
AFR_41030,AFR
AFR_41031,AFR
AFR_41033,AFR
AFR_41034,AFR
AFR_41035,AFR
AFR_41037,AFR
AFR_41040,AFR
AFR_41042,AFR
AFR_41043,AFR
AFR_41044,AFR
AFR_41046,AFR
AFR_41047,AFR
AFR_41048,AFR
AFR_41049,AFR
AFR_41051,AFR
AFR_41054,AFR
AFR_41056,AFR
AFR_41058,AFR
AFR_41059,AFR
AFR_41060,AFR
AFR_41061,AFR
AFR_41062,AFR
AFR_41065,AFR
AFR_41067,AFR
AFR_41068,AFR
AFR_41069,AFR
AFR_41070,AFR
AFR_41071,AFR
AFR_41072,AFR
AFR_41074,AFR
AFR_41075,AFR
AFR_41076,AFR
AFR_41078,AFR
AFR_41079,AFR
AFR_41080,AFR
AFR_41081,AFR
AFR_41082,AFR
AFR_41083,AFR
AFR_41085,AFR
AFR_41086,AFR
AFR_41088,AFR
AFR_41089,AFR
AFR_41090,AFR
AFR_41091,AFR
AFR_41092,AFR
AFR_41093,AFR
AFR_41094,AFR
AFR_41096,AFR
AFR_41097,AFR
AFR_41098,AFR
AFR_41099,AFR
AFR_41101,AFR
AFR_41102,AFR
AFR_41103,AFR
AFR_41104,AFR
AFR_41105,AFR
AFR_41106,AFR
AFR_41107,AFR
AFR_41108,AFR
AFR_41110,AFR
AFR_41112,AFR
AFR_41113,AFR
AFR_41115,AFR
AFR_41116,AFR
AFR_41117,AFR
AFR_41118,AFR
AFR_41120,AFR
AFR_41123,AFR
AFR_41124,AFR
AFR_41126,AFR
AFR_41130,AFR
AFR_41132,AFR
AFR_41133,AFR
AFR_41134,AFR
AFR_41136,AFR
AFR_41137,AFR
AFR_41138,AFR
AFR_41140,AFR
AFR_41143,AFR
AFR_41144,AFR
AFR_41145,AFR
AFR_41146,AFR
AFR_41148,AFR
AFR_41154,AFR
AFR_41156,AFR
AFR_41157,AFR
AFR_41158,AFR
AFR_41159,AFR
AFR_41163,AFR
AFR_41165,AFR
AFR_41166,AFR
AFR_41167,AFR
AFR_41168,AFR
AFR_41169,AFR
AFR_41170,AFR
AFR_41171,AFR
AFR_41173,AFR
AFR_41174,AFR
AFR_41176,AFR
AFR_41177,AFR
AFR_41178,AFR
AFR_41179,AFR
AFR_41180,AFR
AFR_41184,AFR
AFR_41188,AFR
AFR_41190,AFR
AFR_41191,AFR
AFR_41192,AFR
AFR_41193,AFR
AFR_41195,AFR
AFR_41197,AFR
AFR_41198,AFR
AFR_41200,AFR
AFR_41202,AFR
AFR_41203,AFR
AFR_41204,AFR
AFR_41205,AFR
AFR_41206,AFR
AFR_41208,AFR
AFR_41209,AFR
AFR_41211,AFR
AFR_41213,AFR
AFR_41214,AFR
AFR_41215,AFR
AFR_41216,AFR
AFR_41217,AFR
AFR_41218,AFR
AFR_41220,AFR
AFR_41221,AFR
AFR_41222,AFR
AFR_41223,AFR
AFR_41224,AFR
AFR_41225,AFR
AFR_41226,AFR
AFR_41227,AFR
AFR_41228,AFR
AFR_41229,AFR
AFR_41230,AFR
AFR_41232,AFR
AFR_41233,AFR
AFR_41234,AFR
AFR_41237,AFR
AFR_41240,AFR
AFR_41241,AFR
AFR_41242,AFR
AFR_41245,AFR
AFR_41246,AFR
AFR_41247,AFR
AFR_41248,AFR
AFR_41250,AFR
AFR_41251,AFR
AFR_41252,AFR
AFR_41253,AFR
AFR_41256,AFR
AFR_41258,AFR
AFR_41259,AFR
AFR_41260,AFR
AFR_41261,AFR
AFR_41269,AFR
AFR_41271,AFR
AFR_41272,AFR
AFR_41273,AFR
AFR_41274,AFR
AFR_41275,AFR
AFR_41276,AFR
AFR_41277,AFR
AFR_41278,AFR
AFR_41279,AFR
AFR_41281,AFR
AFR_41284,AFR
AFR_41285,AFR
AFR_41288,AFR
AFR_41292,AFR
AFR_41293,AFR
AFR_41294,AFR
AFR_41295,AFR
AFR_41296,AFR
AFR_41297,AFR
AFR_41298,AFR
AFR_41300,AFR
AFR_41303,AFR
AFR_41304,AFR
AFR_41305,AFR
AFR_41306,AFR
AFR_41307,AFR
AFR_41308,AFR
AFR_41309,AFR
AFR_41310,AFR
AFR_41312,AFR
AFR_41313,AFR
AFR_41314,AFR
AFR_41315,AFR
AFR_41316,AFR
AFR_41317,AFR
AFR_41318,AFR
AFR_41319,AFR
AFR_41320,AFR
AFR_41321,AFR
AFR_41322,AFR
AFR_41323,AFR
AFR_41324,AFR
AFR_41325,AFR
AFR_41326,AFR
AFR_41327,AFR
AFR_41328,AFR
AFR_41329,AFR
AFR_41331,AFR
AFR_41333,AFR
AFR_41334,AFR
AFR_41337,AFR
AFR_41339,AFR
AFR_41342,AFR
AFR_41344,AFR
AFR_41345,AFR
AFR_41346,AFR
AFR_41347,AFR
AFR_41348,AFR
AFR_41349,AFR
AFR_41350,AFR
AFR_41351,AFR
AFR_41352,AFR
AFR_41353,AFR
AFR_41357,AFR
AFR_41358,AFR
AFR_41361,AFR
AFR_41362,AFR
AFR_41364,AFR
AFR_41365,AFR
AFR_41366,AFR
AFR_41367,AFR
AFR_41376,AFR
AFR_41377,AFR
AFR_41378,AFR
AFR_41379,AFR
AFR_41380,AFR
AFR_41381,AFR
AFR_41382,AFR
AFR_41383,AFR
AFR_41384,AFR
AFR_41385,AFR
AFR_41389,AFR
AFR_41392,AFR
AFR_41393,AFR
AFR_41398,AFR
AFR_41400,AFR
AFR_41401,AFR
AFR_41402,AFR
AFR_41403,AFR
AFR_41404,AFR
AFR_41405,AFR
AFR_41408,AFR
AFR_41412,AFR
AFR_41414,AFR
AFR_41415,AFR
AFR_41417,AFR
AFR_41418,AFR
AFR_41421,AFR
AFR_41422,AFR
AFR_41423,AFR
AFR_41424,AFR
AFR_41425,AFR
AFR_41427,AFR
AFR_41428,AFR
AFR_41430,AFR
AFR_41433,AFR
AFR_41434,AFR
AFR_41436,AFR
AFR_41437,AFR
AFR_41441,AFR
AFR_41442,AFR
AFR_41443,AFR
AFR_41445,AFR
AFR_41447,AFR
AFR_41449,AFR
AFR_41450,AFR
AFR_41451,AFR
AFR_41452,AFR
AFR_41454,AFR
AFR_41455,AFR
AFR_41457,AFR
AFR_41458,AFR
AFR_41459,AFR
AFR_41460,AFR
AFR_41461,AFR
AFR_41462,AFR
AFR_41463,AFR
AFR_41465,AFR
AFR_41468,AFR
AFR_41469,AFR
AFR_41471,AFR
AFR_41472,AFR
AFR_41473,AFR
AFR_41474,AFR
AFR_41475,AFR
AFR_41476,AFR
AFR_41478,AFR
AFR_41481,AFR
AFR_41482,AFR
AFR_41483,AFR
AFR_41484,AFR
AFR_41487,AFR
AFR_41488,AFR
AFR_41489,AFR
AFR_41490,AFR
AFR_41491,AFR
AFR_41492,AFR
AFR_41493,AFR
AFR_41494,AFR
AFR_41495,AFR
AFR_41497,AFR
AFR_41499,AFR
AFR_41500,AFR
AFR_41501,AFR
AFR_41502,AFR
AFR_41503,AFR
AFR_41504,AFR
AFR_41505,AFR
AFR_41506,AFR
AFR_41507,AFR
AFR_41508,AFR
AFR_41509,AFR
AFR_41510,AFR
AFR_41511,AFR
AFR_41512,AFR
AFR_41513,AFR
AFR_41514,AFR
AFR_41516,AFR
AFR_41518,AFR
AFR_41521,AFR
AFR_41522,AFR
AFR_41523,AFR
AFR_41524,AFR
AFR_41526,AFR
AFR_41527,AFR
AFR_41529,AFR
AFR_41530,AFR
AFR_41531,AFR
AFR_41533,AFR
AFR_41535,AFR
AFR_41538,AFR
AFR_41539,AFR
AFR_41540,AFR
AFR_41541,AFR
AFR_41542,AFR
AFR_41543,AFR
AFR_41544,AFR
AFR_41545,AFR
AFR_41547,AFR
AFR_41548,AFR
AFR_41549,AFR
AFR_41550,AFR
AFR_41551,AFR
AFR_41552,AFR
AFR_41553,AFR
AFR_41554,AFR
AFR_41555,AFR
AFR_41560,AFR
AFR_41561,AFR
AFR_41563,AFR
AFR_41564,AFR
AFR_41566,AFR
AFR_41568,AFR
AFR_41569,AFR
AFR_41570,AFR
AFR_41571,AFR
AFR_41573,AFR
AFR_41574,AFR
AFR_41575,AFR
AFR_41576,AFR
AFR_41577,AFR
AFR_41578,AFR
AFR_41580,AFR
AFR_41581,AFR
AFR_41582,AFR
AFR_41583,AFR
AFR_41586,AFR
AFR_41587,AFR
AFR_41588,AFR
AFR_41590,AFR
AFR_41591,AFR
AFR_41596,AFR
AFR_41598,AFR
AFR_41599,AFR
AFR_41600,AFR
AFR_41602,AFR
AFR_41606,AFR
AFR_41607,AFR
AFR_41608,AFR
AFR_41610,AFR
AFR_41611,AFR
AFR_41612,AFR
AFR_41614,AFR
AFR_41616,AFR
AFR_41618,AFR
AFR_41619,AFR
AFR_41620,AFR
AFR_41622,AFR
AFR_41623,AFR
AFR_41624,AFR
AFR_41625,AFR
AFR_41626,AFR
AFR_41627,AFR
AFR_41632,AFR
AFR_41633,AFR
AFR_41634,AFR
AFR_41636,AFR
AFR_41637,AFR
AFR_41639,AFR
AFR_41642,AFR
AFR_41643,AFR
AFR_41644,AFR
AFR_41645,AFR
AFR_41647,AFR
AFR_41648,AFR
AFR_41649,AFR
AFR_41650,AFR
AFR_41653,AFR
AFR_41654,AFR
AFR_41657,AFR
AFR_41658,AFR
AFR_41660,AFR
AFR_41662,AFR
AFR_41663,AFR
AFR_41664,AFR
AFR_41666,AFR
AFR_41668,AFR
AFR_41671,AFR
AFR_41672,AFR
AFR_41674,AFR
AFR_41675,AFR
AFR_41676,AFR
AFR_41678,AFR
AFR_41679,AFR
AFR_41680,AFR
AFR_41683,AFR
AFR_41685,AFR
AFR_41686,AFR
AFR_41687,AFR
AFR_41689,AFR
AFR_41690,AFR
AFR_41691,AFR
AFR_41693,AFR
AFR_41694,AFR
AFR_41695,AFR
AFR_41697,AFR
AFR_41698,AFR
AFR_41699,AFR
AFR_41700,AFR
AFR_41702,AFR
AFR_41703,AFR
AFR_41705,AFR
AFR_41706,AFR
AFR_41708,AFR
AFR_41709,AFR
AFR_41710,AFR
AFR_41711,AFR
AFR_41715,AFR
AFR_41716,AFR
AFR_41718,AFR
AFR_41719,AFR
AFR_41721,AFR
AFR_41722,AFR
AFR_41723,AFR
AFR_41724,AFR
AFR_41727,AFR
AFR_41728,AFR
AFR_41729,AFR
AFR_41731,AFR
AFR_41732,AFR
AFR_41733,AFR
AFR_41734,AFR
AFR_41735,AFR
AFR_41738,AFR
AFR_41739,AFR
AFR_41742,AFR
AFR_41743,AFR
AFR_41744,AFR
AFR_41746,AFR
AFR_41747,AFR
AFR_41748,AFR
AFR_41750,AFR
AFR_41751,AFR
AFR_41752,AFR
AFR_41753,AFR
AFR_41756,AFR
AFR_41757,AFR
AFR_41758,AFR
AFR_41762,AFR
AFR_41763,AFR
AFR_41764,AFR
AFR_41766,AFR
AFR_41767,AFR
AFR_41769,AFR
AFR_41770,AFR
AFR_41771,AFR
AFR_41773,AFR
AFR_41775,AFR
AFR_41776,AFR
AFR_41778,AFR
AFR_41779,AFR
AFR_41781,AFR
AFR_41782,AFR
AFR_41785,AFR
AFR_41786,AFR
AFR_41788,AFR
AFR_41792,AFR
AFR_41793,AFR
AFR_41794,AFR
AFR_41795,AFR
AFR_41796,AFR
AFR_41797,AFR
AFR_41799,AFR
AFR_41801,AFR
AFR_41803,AFR
AFR_41804,AFR
AFR_41805,AFR
AFR_41809,AFR
AFR_41810,AFR
AFR_41811,AFR
AFR_41812,AFR
AFR_41813,AFR
AFR_41814,AFR
AFR_41815,AFR
AFR_41817,AFR
AFR_41822,AFR
AFR_41823,AFR
AFR_41825,AFR
AFR_41826,AFR
AFR_41827,AFR
AFR_41828,AFR
AFR_41829,AFR
AFR_41831,AFR
AFR_41832,AFR
AFR_41833,AFR
AFR_41834,AFR
AFR_41836,AFR
AFR_41837,AFR
AFR_41838,AFR
AFR_41839,AFR
AFR_41840,AFR
AFR_41841,AFR
AFR_41842,AFR
AFR_41843,AFR
AFR_41844,AFR
AFR_41846,AFR
AFR_41847,AFR
AFR_41849,AFR
AFR_41850,AFR
AFR_41851,AFR
AFR_41854,AFR
AFR_41855,AFR
AFR_41856,AFR
AFR_41857,AFR
AFR_41858,AFR
AFR_41859,AFR
AFR_41860,AFR
AFR_41862,AFR
AFR_41863,AFR
AFR_41865,AFR
AFR_41866,AFR
AFR_41867,AFR
AFR_41869,AFR
AFR_41870,AFR
AFR_41871,AFR
AFR_41872,AFR
AFR_41873,AFR
AFR_41874,AFR
AFR_41875,AFR
AFR_41876,AFR
AFR_41878,AFR
AFR_41879,AFR
AFR_41880,AFR
AFR_41881,AFR
AFR_41882,AFR
AFR_41884,AFR
AFR_41885,AFR
AFR_41886,AFR
AFR_41887,AFR
AFR_41888,AFR
AFR_41891,AFR
AFR_41893,AFR
AFR_41894,AFR
AFR_41895,AFR
AFR_41897,AFR
AFR_41900,AFR
AFR_41902,AFR
AFR_41903,AFR
AFR_41904,AFR
AFR_41908,AFR
AFR_41909,AFR
AFR_41911,AFR
AFR_41914,AFR
AFR_41915,AFR
AFR_41916,AFR
AFR_41922,AFR
AFR_41925,AFR
AFR_41928,AFR
AFR_41929,AFR
AFR_41930,AFR
AFR_41931,AFR
AFR_41936,AFR
AFR_41937,AFR
AFR_41940,AFR
AFR_41941,AFR
AFR_41942,AFR
AFR_41943,AFR
AFR_41946,AFR
AFR_41947,AFR
AFR_41948,AFR
AFR_41949,AFR
AFR_41951,AFR
AFR_41955,AFR
AFR_41956,AFR
AFR_41957,AFR
AFR_41958,AFR
AFR_41960,AFR
AFR_41964,AFR
AFR_41965,AFR
AFR_41966,AFR
AFR_41967,AFR
AFR_41968,AFR
AFR_41969,AFR
AFR_41972,AFR
AFR_41973,AFR
AFR_41975,AFR
AFR_41976,AFR
AFR_41977,AFR
AFR_41978,AFR
AFR_41980,AFR
AFR_41982,AFR
AFR_41983,AFR
AFR_41984,AFR
AFR_41985,AFR
AFR_41986,AFR
AFR_41987,AFR
AFR_41988,AFR
AFR_41991,AFR
AFR_41992,AFR
AFR_41993,AFR
AFR_41994,AFR
AFR_41995,AFR
AFR_41996,AFR
AFR_41997,AFR
AFR_41998,AFR
AFR_42000,AFR
AFR_42001,AFR
AFR_42003,AFR
AFR_42004,AFR
AFR_42005,AFR
AFR_42006,AFR
AFR_42007,AFR
AFR_42009,AFR
AFR_42010,AFR
AFR_42012,AFR
AFR_42013,AFR
AFR_42014,AFR
AFR_42018,AFR
AFR_42020,AFR
AFR_42021,AFR
AFR_42022,AFR
AFR_42023,AFR
AFR_42025,AFR
AFR_42027,AFR
AFR_42028,AFR
AFR_42029,AFR
AFR_42030,AFR
AFR_42031,AFR
AFR_42032,AFR
AFR_42034,AFR
AFR_42035,AFR
AFR_42040,AFR
AFR_42041,AFR
AFR_42046,AFR
AFR_42048,AFR
AFR_42049,AFR
AFR_42052,AFR
AFR_42053,AFR
AFR_42054,AFR
AFR_42055,AFR
AFR_42056,AFR
AFR_42057,AFR
AFR_42059,AFR
AFR_42061,AFR
AFR_42062,AFR
AFR_42064,AFR
AFR_42065,AFR
AFR_42066,AFR
AFR_42067,AFR
AFR_42068,AFR
AFR_42069,AFR
AFR_42071,AFR
AFR_42072,AFR
AFR_42074,AFR
AFR_42075,AFR
AFR_42077,AFR
AFR_42080,AFR
AFR_42081,AFR
AFR_42083,AFR
AFR_42084,AFR
AFR_42085,AFR
AFR_42086,AFR
AFR_42087,AFR
AFR_42089,AFR
AFR_42091,AFR
AFR_42092,AFR
AFR_42093,AFR
AFR_42096,AFR
AFR_42097,AFR
AFR_42098,AFR
AFR_42101,AFR
AFR_42102,AFR
AFR_42104,AFR
AFR_42106,AFR
AFR_42108,AFR
AFR_42110,AFR
AFR_42111,AFR
AFR_42114,AFR
AFR_42115,AFR
AFR_42116,AFR
AFR_42117,AFR
AFR_42120,AFR
AFR_42121,AFR
AFR_42123,AFR
AFR_42124,AFR
AFR_42125,AFR
AFR_42126,AFR
AFR_42127,AFR
AFR_42128,AFR
AFR_42129,AFR
AFR_42130,AFR
AFR_42133,AFR
AFR_42134,AFR
AFR_42135,AFR
AFR_42136,AFR
AFR_42137,AFR
AFR_42138,AFR
AFR_42139,AFR
AFR_42141,AFR
AFR_42142,AFR
AFR_42143,AFR
AFR_42145,AFR
AFR_42146,AFR
AFR_42147,AFR
AFR_42148,AFR
AFR_42149,AFR
AFR_42150,AFR
AFR_42151,AFR
AFR_42152,AFR
AFR_42155,AFR
AFR_42156,AFR
AFR_42157,AFR
AFR_42158,AFR
AFR_42159,AFR
AFR_42162,AFR
AFR_42163,AFR
AFR_42164,AFR
AFR_42165,AFR
AFR_42167,AFR
AFR_42168,AFR
AFR_42169,AFR
AFR_42170,AFR
AFR_42171,AFR
AFR_42172,AFR
AFR_42173,AFR
AFR_42174,AFR
AFR_42176,AFR
AFR_42177,AFR
AFR_42178,AFR
AFR_42179,AFR
AFR_42180,AFR
AFR_42182,AFR
AFR_42184,AFR
AFR_42188,AFR
AFR_42189,AFR
AFR_42190,AFR
AFR_42192,AFR
AFR_42193,AFR
AFR_42196,AFR
AFR_42199,AFR
AFR_42200,AFR
AFR_42202,AFR
AFR_42203,AFR
AFR_42204,AFR
AFR_42207,AFR
AFR_42208,AFR
AFR_42209,AFR
AFR_42211,AFR
AFR_42212,AFR
AFR_42217,AFR
AFR_42218,AFR
AFR_42220,AFR
AFR_42222,AFR
AFR_42223,AFR
AFR_42224,AFR
AFR_42225,AFR
AFR_42226,AFR
AFR_42227,AFR
AFR_46228,AFR
AFR_46229,AFR
AFR_46235,AFR
AFR_46239,AFR
AFR_46245,AFR
AFR_46248,AFR
AFR_46249,AFR
AFR_46252,AFR
AFR_46253,AFR
AFR_46256,AFR
AFR_46260,AFR
AFR_46261,AFR
AFR_46262,AFR
AFR_46263,AFR
AFR_46264,AFR
AFR_46265,AFR
AFR_46266,AFR
AFR_46268,AFR
AFR_46271,AFR
AFR_46272,AFR
AFR_46273,AFR
AFR_46282,AFR
AFR_46294,AFR
AFR_46301,AFR
AFR_46302,AFR
AFR_46303,AFR
AFR_46304,AFR
AFR_46305,AFR
AFR_46307,AFR
AFR_46310,AFR
AFR_46312,AFR
AFR_46320,AFR
AFR_46327,AFR
AFR_46334,AFR
AFR_46335,AFR
AFR_46338,AFR
AFR_46339,AFR
AFR_46340,AFR
AFR_46341,AFR
AFR_46342,AFR
AFR_46343,AFR
AFR_46344,AFR
AFR_46345,AFR
AFR_46346,AFR
AFR_46348,AFR
AFR_46358,AFR
AFR_46374,AFR
AFR_46379,AFR
AFR_46383,AFR
AFR_46386,AFR
AFR_46388,AFR
AFR_46389,AFR
AFR_46391,AFR
AFR_46392,AFR
AFR_46393,AFR
AFR_46397,AFR
AFR_46401,AFR
AFR_46404,AFR
AFR_46408,AFR
AFR_46409,AFR
AFR_46411,AFR
AFR_46412,AFR
AFR_46413,AFR
AFR_46415,AFR
AFR_46416,AFR
AFR_46417,AFR
AFR_46418,AFR
AFR_46419,AFR
AFR_46421,AFR
AFR_46425,AFR
AFR_46427,AFR
AFR_46430,AFR
AFR_46445,AFR
AFR_46447,AFR
AFR_46449,AFR
AFR_46450,AFR
AFR_46451,AFR
AFR_46452,AFR
AFR_46454,AFR
AFR_46456,AFR
AFR_46457,AFR
AFR_46458,AFR
AFR_46459,AFR
AFR_46460,AFR
AFR_46463,AFR
AFR_46465,AFR
AFR_46466,AFR
AFR_46467,AFR
AFR_46478,AFR
AFR_46481,AFR
AFR_46490,AFR
AFR_46491,AFR
AFR_46492,AFR
AFR_46494,AFR
AFR_46496,AFR
AFR_46497,AFR
AFR_46498,AFR
AFR_46499,AFR
AFR_46500,AFR
AFR_46501,AFR
AFR_46503,AFR
AFR_46511,AFR
AFR_46514,AFR
AFR_46515,AFR
AFR_46516,AFR
AFR_46519,AFR
AFR_46523,AFR
AFR_46531,AFR
AFR_46532,AFR
AFR_46533,AFR
AFR_46534,AFR
AFR_46535,AFR
AFR_46538,AFR
AFR_46540,AFR
AFR_46543,AFR
AFR_46544,AFR
AFR_46553,AFR
AFR_46555,AFR
AFR_46556,AFR
AFR_46559,AFR
AFR_46562,AFR
AFR_46565,AFR
AFR_46568,AFR
AFR_46569,AFR
AFR_46575,AFR
AFR_46576,AFR
AFR_46581,AFR
AFR_46582,AFR
AFR_46583,AFR
AFR_46586,AFR
AFR_46587,AFR
AFR_46588,AFR
AFR_46597,AFR
AFR_46599,AFR
AFR_46600,AFR
AFR_46602,AFR
AFR_46604,AFR
AFR_46605,AFR
AFR_46606,AFR
AFR_46609,AFR
AFR_46612,AFR
AFR_46615,AFR
AFR_46621,AFR
AFR_46622,AFR
AFR_46623,AFR
AFR_46627,AFR
AFR_46630,AFR
AFR_46632,AFR
AFR_46635,AFR
AFR_46637,AFR
AFR_46642,AFR
AFR_46645,AFR
AFR_46648,AFR
AFR_46650,AFR
AFR_46658,AFR
AFR_46662,AFR
AFR_46667,AFR
AFR_46668,AFR
AFR_46669,AFR
AFR_46675,AFR
AFR_46678,AFR
AFR_46681,AFR
AFR_46684,AFR
AFR_46685,AFR
AFR_46694,AFR
AFR_46695,AFR
AFR_46697,AFR
AFR_46698,AFR
AFR_46702,AFR
AFR_46707,AFR
AFR_46709,AFR
AFR_46712,AFR
AFR_46721,AFR
AFR_46722,AFR
AFR_46723,AFR
AFR_46729,AFR
AFR_46730,AFR
AFR_46732,AFR
AFR_46735,AFR
AFR_46736,AFR
AFR_46741,AFR
AFR_46744,AFR
AFR_46748,AFR
AFR_46749,AFR
AFR_46753,AFR
AFR_46754,AFR
AFR_46757,AFR
AFR_46759,AFR
AFR_46765,AFR
AFR_46767,AFR
AFR_46771,AFR
AFR_46773,AFR
AFR_46774,AFR
AFR_46778,AFR
AFR_46783,AFR
AFR_46786,AFR
AFR_46789,AFR
AFR_46797,AFR
AFR_46798,AFR
AFR_46801,AFR
AFR_46802,AFR
AFR_46806,AFR
AFR_46807,AFR
AFR_46825,AFR
AFR_46827,AFR
AFR_46832,AFR
AFR_46836,AFR
AFR_46841,AFR
AFR_46843,AFR
AFR_46844,AFR
AFR_46846,AFR
AFR_46847,AFR
AFR_46848,AFR
AFR_46853,AFR
AFR_46854,AFR
AFR_46855,AFR
AFR_46858,AFR
AFR_46860,AFR
AFR_46862,AFR
AFR_46866,AFR
AFR_46867,AFR
AFR_46869,AFR
AFR_46871,AFR
AFR_46886,AFR
AFR_46888,AFR
AFR_46897,AFR
AFR_46899,AFR
AFR_46900,AFR
AFR_46903,AFR
AFR_46904,AFR
AFR_46908,AFR
AFR_46909,AFR
AFR_46910,AFR
AFR_46912,AFR
AFR_46917,AFR
AFR_46920,AFR
AFR_46924,AFR
AFR_46925,AFR
AFR_46928,AFR
AFR_46930,AFR
AFR_46937,AFR
AFR_46939,AFR
AFR_46951,AFR
AFR_46953,AFR
AFR_46954,AFR
AFR_46959,AFR
AFR_46960,AFR
AFR_46962,AFR
AFR_46965,AFR
AFR_46966,AFR
AFR_46971,AFR
AFR_46973,AFR
AFR_46980,AFR
AFR_46982,AFR
AFR_46988,AFR
AFR_46990,AFR
AFR_46991,AFR
AFR_46993,AFR
AFR_46994,AFR
AFR_46995,AFR
AFR_46998,AFR
AFR_47004,AFR
AFR_47009,AFR
AFR_47015,AFR
AFR_47020,AFR
AFR_47022,AFR
AFR_47023,AFR
AFR_47024,AFR
AFR_47029,AFR
AFR_47032,AFR
AFR_47035,AFR
AFR_47037,AFR
AFR_47039,AFR
AFR_47040,AFR
AFR_47043,AFR
AFR_47045,AFR
AFR_47048,AFR
AFR_47049,AFR
AFR_47065,AFR
AFR_47068,AFR
AFR_47071,AFR
AFR_47072,AFR
AFR_47073,AFR
AFR_47078,AFR
AFR_47080,AFR
AFR_47083,AFR
AFR_47086,AFR
AFR_47089,AFR
AFR_47090,AFR
AFR_47091,AFR
AFR_47092,AFR
AFR_47098,AFR
AFR_47102,AFR
AFR_47105,AFR
AFR_47107,AFR
AFR_47113,AFR
AFR_47119,AFR
AFR_47120,AFR
